"","estimate","se","lcl","ucl","fixed","note"
"p s1 gmale4 c134 c5 a107 o111 t241",63851,0,63851,63851,"     "," Fixed              "
"p s1 gmale4 c135 c6 a106 o111 t241",64096,0,64096,64096,"     "," Fixed              "
"p s1 gmale4 c136 c7 a105 o111 t241",64340,0,64340,64340,"     "," Fixed              "
"p s1 gmale4 c137 c8 a104 o111 t241",64583,0,64583,64583,"     "," Fixed              "
"p s1 gmale4 c138 c9 a103 o111 t241",64825,0,64825,64825,"     "," Fixed              "
"p s1 gmale4 c139 c10 a102 o111 t241",65066,0,65066,65066,"     "," Fixed              "
"p s1 gmale4 c140 c11 a101 o111 t241",65306,0,65306,65306,"     "," Fixed              "
"p s1 gmale4 c141 c12 a100 o111 t241",65545,0,65545,65545,"     "," Fixed              "
"p s1 gmale4 c142 c13 a99 o111 t241",65783,0,65783,65783,"     "," Fixed              "
"p s1 gmale4 c143 c14 a98 o111 t241",66020,0,66020,66020,"     "," Fixed              "
"p s1 gmale4 c144 c15 a97 o111 t241",66256,0,66256,66256,"     "," Fixed              "
"p s1 gmale4 c145 c16 a96 o111 t241",66491,0,66491,66491,"     "," Fixed              "
"p s1 gmale4 c146 c17 a95 o111 t241",66725,0,66725,66725,"     "," Fixed              "
"p s1 gmale4 c147 c18 a94 o111 t241",66958,0,66958,66958,"     "," Fixed              "
"p s1 gmale4 c148 c19 a93 o111 t241",67190,0,67190,67190,"     "," Fixed              "
"p s1 gmale4 c149 c20 a92 o111 t241",67421,0,67421,67421,"     "," Fixed              "
"p s1 gmale4 c150 c21 a91 o111 t241",67651,0,67651,67651,"     "," Fixed              "
"p s1 gmale4 c151 c22 a90 o111 t241",67880,0,67880,67880,"     "," Fixed              "
"p s1 gmale4 c152 c23 a89 o111 t241",68108,0,68108,68108,"     "," Fixed              "
"p s1 gmale4 c153 c24 a88 o111 t241",68335,0,68335,68335,"     "," Fixed              "
"p s1 gmale4 c154 c25 a87 o111 t241",68561,0,68561,68561,"     "," Fixed              "
"p s1 gmale4 c155 c26 a86 o111 t241",68786,0,68786,68786,"     "," Fixed              "
"p s1 gmale4 c156 c27 a85 o111 t241",69010,0,69010,69010,"     "," Fixed              "
"p s1 gmale4 c157 c28 a84 o111 t241",69233,0,69233,69233,"     "," Fixed              "
"p s1 gmale4 c158 c29 a83 o111 t241",69455,0,69455,69455,"     "," Fixed              "
"p s1 gmale4 c159 c30 a82 o111 t241",69676,0,69676,69676,"     "," Fixed              "
"p s1 gmale4 c160 c31 a81 o111 t241",69896,0,69896,69896,"     "," Fixed              "
"p s1 gmale4 c161 c32 a80 o111 t241",70115,0,70115,70115,"     "," Fixed              "
"p s1 gmale4 c162 c33 a79 o111 t241",70333,0,70333,70333,"     "," Fixed              "
"p s1 gmale4 c163 c34 a78 o111 t241",70550,0,70550,70550,"     "," Fixed              "
"p s1 gmale4 c164 c35 a77 o111 t241",70766,0,70766,70766,"     "," Fixed              "
"p s1 gmale4 c165 c36 a76 o111 t241",70981,0,70981,70981,"     "," Fixed              "
"p s1 gmale4 c166 c37 a75 o111 t241",71195,0,71195,71195,"     "," Fixed              "
"p s1 gmale4 c167 c38 a74 o111 t241",71408,0,71408,71408,"     "," Fixed              "
"p s1 gmale4 c168 c39 a73 o111 t241",71620,0,71620,71620,"     "," Fixed              "
"p s1 gmale4 c169 c40 a72 o111 t241",71831,0,71831,71831,"     "," Fixed              "
"p s1 gmale4 c170 c41 a71 o111 t241",72041,0,72041,72041,"     "," Fixed              "
"p s1 gmale4 c171 c42 a70 o111 t241",72250,0,72250,72250,"     "," Fixed              "
"p s1 gmale4 c172 c43 a69 o111 t241",72458,0,72458,72458,"     "," Fixed              "
"p s1 gmale4 c173 c44 a68 o111 t241",72665,0,72665,72665,"     "," Fixed              "
"p s1 gmale4 c174 c45 a67 o111 t241",72871,0,72871,72871,"     "," Fixed              "
"p s1 gmale4 c175 c46 a66 o111 t241",73076,0,73076,73076,"     "," Fixed              "
"p s1 gmale4 c176 c47 a65 o111 t241",73280,0,73280,73280,"     "," Fixed              "
"p s1 gmale4 c177 c48 a64 o111 t241",73483,0,73483,73483,"     "," Fixed              "
"p s1 gmale4 c178 c49 a63 o111 t241",73685,0,73685,73685,"     "," Fixed              "
"p s1 gmale4 c179 c50 a62 o111 t241",73886,0,73886,73886,"     "," Fixed              "
"p s1 gmale4 c180 c51 a61 o111 t241",74086,0,74086,74086,"     "," Fixed              "
"p s1 gmale4 c181 c52 a60 o111 t241",74285,0,74285,74285,"     "," Fixed              "
"p s1 gmale4 c182 c53 a59 o111 t241",74483,0,74483,74483,"     "," Fixed              "
"p s1 gmale4 c183 c54 a58 o111 t241",74680,0,74680,74680,"     "," Fixed              "
"p s1 gmale4 c184 c55 a57 o111 t241",74876,0,74876,74876,"     "," Fixed              "
"p s1 gmale4 c185 c56 a56 o111 t241",75071,0,75071,75071,"     "," Fixed              "
"p s1 gmale4 c186 c57 a55 o111 t241",75265,0,75265,75265,"     "," Fixed              "
"p s1 gmale4 c187 c58 a54 o111 t241",75458,0,75458,75458,"     "," Fixed              "
"p s1 gmale4 c188 c59 a53 o111 t241",75650,0,75650,75650,"     "," Fixed              "
"p s1 gmale4 c189 c60 a52 o111 t241",75841,0,75841,75841,"     "," Fixed              "
"p s1 gmale4 c190 c61 a51 o111 t241",76031,0,76031,76031,"     "," Fixed              "
"p s1 gmale4 c191 c62 a50 o111 t241",76220,0,76220,76220,"     "," Fixed              "
"p s1 gmale4 c192 c63 a49 o111 t241",76408,0,76408,76408,"     "," Fixed              "
"p s1 gmale4 c193 c64 a48 o111 t241",76595,0,76595,76595,"     "," Fixed              "
"p s1 gmale4 c194 c65 a47 o111 t241",76781,0,76781,76781,"     "," Fixed              "
"p s1 gmale4 c195 c66 a46 o111 t241",76966,0,76966,76966,"     "," Fixed              "
"p s1 gmale4 c196 c67 a45 o111 t241",77150,0,77150,77150,"     "," Fixed              "
"p s1 gmale4 c197 c68 a44 o111 t241",77333,0,77333,77333,"     "," Fixed              "
"p s1 gmale4 c198 c69 a43 o111 t241",77515,0,77515,77515,"     "," Fixed              "
"p s1 gmale4 c199 c70 a42 o111 t241",77696,0,77696,77696,"     "," Fixed              "
"p s1 gmale4 c200 c71 a41 o111 t241",77876,0,77876,77876,"     "," Fixed              "
"p s1 gmale4 c201 c72 a40 o111 t241",78055,0,78055,78055,"     "," Fixed              "
"p s1 gmale4 c202 c73 a39 o111 t241",78233,0,78233,78233,"     "," Fixed              "
"p s1 gmale4 c203 c74 a38 o111 t241",78410,0,78410,78410,"     "," Fixed              "
"p s1 gmale4 c204 c75 a37 o111 t241",78586,0,78586,78586,"     "," Fixed              "
"p s1 gmale4 c205 c76 a36 o111 t241",78761,0,78761,78761,"     "," Fixed              "
"p s1 gmale4 c206 c77 a35 o111 t241",78935,0,78935,78935,"     "," Fixed              "
"p s1 gmale4 c207 c78 a34 o111 t241",79108,0,79108,79108,"     "," Fixed              "
"p s1 gmale4 c208 c79 a33 o111 t241",79280,0,79280,79280,"     "," Fixed              "
"p s1 gmale4 c209 c80 a32 o111 t241",79451,0,79451,79451,"     "," Fixed              "
"p s1 gmale4 c210 c81 a31 o111 t241",79621,0,79621,79621,"     "," Fixed              "
"p s1 gmale4 c211 c82 a30 o111 t241",79790,0,79790,79790,"     "," Fixed              "
"p s1 gmale4 c212 c83 a29 o111 t241",79958,0,79958,79958,"     "," Fixed              "
"p s1 gmale4 c213 c84 a28 o111 t241",80125,0,80125,80125,"     "," Fixed              "
"p s1 gmale4 c214 c85 a27 o111 t241",80291,0,80291,80291,"     "," Fixed              "
"p s1 gmale4 c215 c86 a26 o111 t241",80456,0,80456,80456,"     "," Fixed              "
"p s1 gmale4 c216 c87 a25 o111 t241",80620,0,80620,80620,"     "," Fixed              "
"p s1 gmale4 c217 c88 a24 o111 t241",80783,0,80783,80783,"     "," Fixed              "
"p s1 gmale4 c218 c89 a23 o111 t241",80945,0,80945,80945,"     "," Fixed              "
"p s1 gmale4 c219 c90 a22 o111 t241",81106,0,81106,81106,"     "," Fixed              "
"p s1 gmale4 c220 c91 a21 o111 t241",81266,0,81266,81266,"     "," Fixed              "
"p s1 gmale4 c221 c92 a20 o111 t241",81425,0,81425,81425,"     "," Fixed              "
"p s1 gmale4 c222 c93 a19 o111 t241",81583,0,81583,81583,"     "," Fixed              "
"p s1 gmale4 c223 c94 a18 o111 t241",81740,0,81740,81740,"     "," Fixed              "
"p s1 gmale4 c224 c95 a17 o111 t241",81896,0,81896,81896,"     "," Fixed              "
"p s1 gmale4 c225 c96 a16 o111 t241",82051,0,82051,82051,"     "," Fixed              "
"p s1 gmale4 c226 c97 a15 o111 t241",82205,0,82205,82205,"     "," Fixed              "
"p s1 gmale4 c227 c98 a14 o111 t241",82358,0,82358,82358,"     "," Fixed              "
"p s1 gmale4 c228 c99 a13 o111 t241",82510,0,82510,82510,"     "," Fixed              "
"p s1 gmale4 c229 c100 a12 o111 t241",82661,0,82661,82661,"     "," Fixed              "
"p s1 gmale4 c230 c101 a11 o111 t241",82811,0,82811,82811,"     "," Fixed              "
"p s1 gmale4 c231 c102 a10 o111 t241",82960,0,82960,82960,"     "," Fixed              "
"p s1 gmale4 c232 c103 a9 o111 t241",83108,0,83108,83108,"     "," Fixed              "
"p s1 gmale4 c233 c104 a8 o111 t241",83255,0,83255,83255,"     "," Fixed              "
"p s1 gmale4 c234 c105 a7 o111 t241",83401,0,83401,83401,"     "," Fixed              "
"p s1 gmale4 c235 c106 a6 o111 t241",83546,0,83546,83546,"     "," Fixed              "
"p s1 gmale4 c236 c107 a5 o111 t241",83690,0,83690,83690,"     "," Fixed              "
"p s1 gmale4 c237 c108 a4 o111 t241",83833,0,83833,83833,"     "," Fixed              "
"p s1 gmale4 c238 c109 a3 o111 t241",83975,0,83975,83975,"     "," Fixed              "
"p s1 gmale4 c239 c110 a2 o111 t241",84116,0,84116,84116,"     "," Fixed              "
"p s1 gmale4 c240 c111 a1 o111 t241",84256,0,84256,84256,"     "," Fixed              "
"p s2 gmale4 c130 c1 a111 o111 t241",94236,0,94236,94236,"     "," Fixed              "
"p s2 gmale4 c131 c2 a110 o111 t241",94485,0,94485,94485,"     "," Fixed              "
"p s2 gmale4 c132 c3 a109 o111 t241",94733,0,94733,94733,"     "," Fixed              "
"p s2 gmale4 c133 c4 a108 o111 t241",94980,0,94980,94980,"     "," Fixed              "
"p s2 gmale4 c134 c5 a107 o111 t241",95226,0,95226,95226,"     "," Fixed              "
"p s2 gmale4 c135 c6 a106 o111 t241",95471,0,95471,95471,"     "," Fixed              "
"p s2 gmale4 c136 c7 a105 o111 t241",95715,0,95715,95715,"     "," Fixed              "
"p s2 gmale4 c137 c8 a104 o111 t241",95958,0,95958,95958,"     "," Fixed              "
"p s2 gmale4 c138 c9 a103 o111 t241",96200,0,96200,96200,"     "," Fixed              "
"p s2 gmale4 c139 c10 a102 o111 t241",96441,0,96441,96441,"     "," Fixed              "
"p s2 gmale4 c140 c11 a101 o111 t241",96681,0,96681,96681,"     "," Fixed              "
"p s2 gmale4 c141 c12 a100 o111 t241",96920,0,96920,96920,"     "," Fixed              "
"p s2 gmale4 c142 c13 a99 o111 t241",97158,0,97158,97158,"     "," Fixed              "
"p s2 gmale4 c143 c14 a98 o111 t241",97395,0,97395,97395,"     "," Fixed              "
"p s2 gmale4 c144 c15 a97 o111 t241",97631,0,97631,97631,"     "," Fixed              "
"p s2 gmale4 c145 c16 a96 o111 t241",97866,0,97866,97866,"     "," Fixed              "
"p s2 gmale4 c146 c17 a95 o111 t241",98100,0,98100,98100,"     "," Fixed              "
"p s2 gmale4 c147 c18 a94 o111 t241",98333,0,98333,98333,"     "," Fixed              "
"p s2 gmale4 c148 c19 a93 o111 t241",98565,0,98565,98565,"     "," Fixed              "
"p s2 gmale4 c149 c20 a92 o111 t241",98796,0,98796,98796,"     "," Fixed              "
"p s2 gmale4 c150 c21 a91 o111 t241",99026,0,99026,99026,"     "," Fixed              "
"p s2 gmale4 c151 c22 a90 o111 t241",99255,0,99255,99255,"     "," Fixed              "
"p s2 gmale4 c152 c23 a89 o111 t241",99483,0,99483,99483,"     "," Fixed              "
"p s2 gmale4 c153 c24 a88 o111 t241",99710,0,99710,99710,"     "," Fixed              "
"p s2 gmale4 c154 c25 a87 o111 t241",99936,0,99936,99936,"     "," Fixed              "
"p s2 gmale4 c155 c26 a86 o111 t241",100161,0,100161,100161,"     "," Fixed              "
"p s2 gmale4 c156 c27 a85 o111 t241",100385,0,100385,100385,"     "," Fixed              "
"p s2 gmale4 c157 c28 a84 o111 t241",100608,0,100608,100608,"     "," Fixed              "
"p s2 gmale4 c158 c29 a83 o111 t241",100830,0,100830,100830,"     "," Fixed              "
"p s2 gmale4 c159 c30 a82 o111 t241",101051,0,101051,101051,"     "," Fixed              "
"p s2 gmale4 c160 c31 a81 o111 t241",101271,0,101271,101271,"     "," Fixed              "
"p s2 gmale4 c161 c32 a80 o111 t241",101490,0,101490,101490,"     "," Fixed              "
"p s2 gmale4 c162 c33 a79 o111 t241",101708,0,101708,101708,"     "," Fixed              "
"p s2 gmale4 c163 c34 a78 o111 t241",101925,0,101925,101925,"     "," Fixed              "
"p s2 gmale4 c164 c35 a77 o111 t241",102141,0,102141,102141,"     "," Fixed              "
"p s2 gmale4 c165 c36 a76 o111 t241",102356,0,102356,102356,"     "," Fixed              "
"p s2 gmale4 c166 c37 a75 o111 t241",102570,0,102570,102570,"     "," Fixed              "
"p s2 gmale4 c167 c38 a74 o111 t241",102783,0,102783,102783,"     "," Fixed              "
"p s2 gmale4 c168 c39 a73 o111 t241",102995,0,102995,102995,"     "," Fixed              "
"p s2 gmale4 c169 c40 a72 o111 t241",103206,0,103206,103206,"     "," Fixed              "
"p s2 gmale4 c170 c41 a71 o111 t241",103416,0,103416,103416,"     "," Fixed              "
"p s2 gmale4 c171 c42 a70 o111 t241",103625,0,103625,103625,"     "," Fixed              "
"p s2 gmale4 c172 c43 a69 o111 t241",103833,0,103833,103833,"     "," Fixed              "
"p s2 gmale4 c173 c44 a68 o111 t241",104040,0,104040,104040,"     "," Fixed              "
"p s2 gmale4 c174 c45 a67 o111 t241",104246,0,104246,104246,"     "," Fixed              "
"p s2 gmale4 c175 c46 a66 o111 t241",104451,0,104451,104451,"     "," Fixed              "
"p s2 gmale4 c176 c47 a65 o111 t241",104655,0,104655,104655,"     "," Fixed              "
"p s2 gmale4 c177 c48 a64 o111 t241",104858,0,104858,104858,"     "," Fixed              "
"p s2 gmale4 c178 c49 a63 o111 t241",105060,0,105060,105060,"     "," Fixed              "
"p s2 gmale4 c179 c50 a62 o111 t241",105261,0,105261,105261,"     "," Fixed              "
"p s2 gmale4 c180 c51 a61 o111 t241",105461,0,105461,105461,"     "," Fixed              "
"p s2 gmale4 c181 c52 a60 o111 t241",105660,0,105660,105660,"     "," Fixed              "
"p s2 gmale4 c182 c53 a59 o111 t241",105858,0,105858,105858,"     "," Fixed              "
"p s2 gmale4 c183 c54 a58 o111 t241",106055,0,106055,106055,"     "," Fixed              "
"p s2 gmale4 c184 c55 a57 o111 t241",106251,0,106251,106251,"     "," Fixed              "
"p s2 gmale4 c185 c56 a56 o111 t241",106446,0,106446,106446,"     "," Fixed              "
"p s2 gmale4 c186 c57 a55 o111 t241",106640,0,106640,106640,"     "," Fixed              "
"p s2 gmale4 c187 c58 a54 o111 t241",106833,0,106833,106833,"     "," Fixed              "
"p s2 gmale4 c188 c59 a53 o111 t241",107025,0,107025,107025,"     "," Fixed              "
"p s2 gmale4 c189 c60 a52 o111 t241",107216,0,107216,107216,"     "," Fixed              "
"p s2 gmale4 c190 c61 a51 o111 t241",107406,0,107406,107406,"     "," Fixed              "
"p s2 gmale4 c191 c62 a50 o111 t241",107595,0,107595,107595,"     "," Fixed              "
"p s2 gmale4 c192 c63 a49 o111 t241",107783,0,107783,107783,"     "," Fixed              "
"p s2 gmale4 c193 c64 a48 o111 t241",107970,0,107970,107970,"     "," Fixed              "
"p s2 gmale4 c194 c65 a47 o111 t241",108156,0,108156,108156,"     "," Fixed              "
"p s2 gmale4 c195 c66 a46 o111 t241",108341,0,108341,108341,"     "," Fixed              "
"p s2 gmale4 c196 c67 a45 o111 t241",108525,0,108525,108525,"     "," Fixed              "
"p s2 gmale4 c197 c68 a44 o111 t241",108708,0,108708,108708,"     "," Fixed              "
"p s2 gmale4 c198 c69 a43 o111 t241",108890,0,108890,108890,"     "," Fixed              "
"p s2 gmale4 c199 c70 a42 o111 t241",109071,0,109071,109071,"     "," Fixed              "
"p s2 gmale4 c200 c71 a41 o111 t241",109251,0,109251,109251,"     "," Fixed              "
"p s2 gmale4 c201 c72 a40 o111 t241",109430,0,109430,109430,"     "," Fixed              "
"p s2 gmale4 c202 c73 a39 o111 t241",109608,0,109608,109608,"     "," Fixed              "
"p s2 gmale4 c203 c74 a38 o111 t241",109785,0,109785,109785,"     "," Fixed              "
"p s2 gmale4 c204 c75 a37 o111 t241",109961,0,109961,109961,"     "," Fixed              "
"p s2 gmale4 c205 c76 a36 o111 t241",110136,0,110136,110136,"     "," Fixed              "
"p s2 gmale4 c206 c77 a35 o111 t241",110310,0,110310,110310,"     "," Fixed              "
"p s2 gmale4 c207 c78 a34 o111 t241",110483,0,110483,110483,"     "," Fixed              "
"p s2 gmale4 c208 c79 a33 o111 t241",110655,0,110655,110655,"     "," Fixed              "
"p s2 gmale4 c209 c80 a32 o111 t241",110826,0,110826,110826,"     "," Fixed              "
"p s2 gmale4 c210 c81 a31 o111 t241",110996,0,110996,110996,"     "," Fixed              "
"p s2 gmale4 c211 c82 a30 o111 t241",111165,0,111165,111165,"     "," Fixed              "
"p s2 gmale4 c212 c83 a29 o111 t241",111333,0,111333,111333,"     "," Fixed              "
"p s2 gmale4 c213 c84 a28 o111 t241",111500,0,111500,111500,"     "," Fixed              "
"p s2 gmale4 c214 c85 a27 o111 t241",111666,0,111666,111666,"     "," Fixed              "
"p s2 gmale4 c215 c86 a26 o111 t241",111831,0,111831,111831,"     "," Fixed              "
"p s2 gmale4 c216 c87 a25 o111 t241",111995,0,111995,111995,"     "," Fixed              "
"p s2 gmale4 c217 c88 a24 o111 t241",112158,0,112158,112158,"     "," Fixed              "
"p s2 gmale4 c218 c89 a23 o111 t241",112320,0,112320,112320,"     "," Fixed              "
"p s2 gmale4 c219 c90 a22 o111 t241",112481,0,112481,112481,"     "," Fixed              "
"p s2 gmale4 c220 c91 a21 o111 t241",112641,0,112641,112641,"     "," Fixed              "
"p s2 gmale4 c221 c92 a20 o111 t241",112800,0,112800,112800,"     "," Fixed              "
"p s2 gmale4 c222 c93 a19 o111 t241",112958,0,112958,112958,"     "," Fixed              "
"p s2 gmale4 c223 c94 a18 o111 t241",113115,0,113115,113115,"     "," Fixed              "
"p s2 gmale4 c224 c95 a17 o111 t241",113271,0,113271,113271,"     "," Fixed              "
"p s2 gmale4 c225 c96 a16 o111 t241",113426,0,113426,113426,"     "," Fixed              "
"p s2 gmale4 c226 c97 a15 o111 t241",113580,0,113580,113580,"     "," Fixed              "
"p s2 gmale4 c227 c98 a14 o111 t241",113733,0,113733,113733,"     "," Fixed              "
"p s2 gmale4 c228 c99 a13 o111 t241",113885,0,113885,113885,"     "," Fixed              "
"p s2 gmale4 c229 c100 a12 o111 t241",114036,0,114036,114036,"     "," Fixed              "
"p s2 gmale4 c230 c101 a11 o111 t241",114186,0,114186,114186,"     "," Fixed              "
"p s2 gmale4 c231 c102 a10 o111 t241",114335,0,114335,114335,"     "," Fixed              "
"p s2 gmale4 c232 c103 a9 o111 t241",114483,0,114483,114483,"     "," Fixed              "
"p s2 gmale4 c233 c104 a8 o111 t241",114630,0,114630,114630,"     "," Fixed              "
"p s2 gmale4 c234 c105 a7 o111 t241",114776,0,114776,114776,"     "," Fixed              "
"p s2 gmale4 c235 c106 a6 o111 t241",114921,0,114921,114921,"     "," Fixed              "
"p s2 gmale4 c236 c107 a5 o111 t241",115065,0,115065,115065,"     "," Fixed              "
"p s2 gmale4 c237 c108 a4 o111 t241",115208,0,115208,115208,"     "," Fixed              "
"p s2 gmale4 c238 c109 a3 o111 t241",115350,0,115350,115350,"     "," Fixed              "
"p s2 gmale4 c239 c110 a2 o111 t241",115491,0,115491,115491,"     "," Fixed              "
"p s2 gmale4 c240 c111 a1 o111 t241",115631,0,115631,115631,"     "," Fixed              "
"p s1 gunidsex4 c130 c1 a111 o111 t241",125611,0,125611,125611,"     "," Fixed              "
"p s1 gunidsex4 c131 c2 a110 o111 t241",125860,0,125860,125860,"     "," Fixed              "
"p s1 gunidsex4 c132 c3 a109 o111 t241",126108,0,126108,126108,"     "," Fixed              "
"p s1 gunidsex4 c133 c4 a108 o111 t241",126355,0,126355,126355,"     "," Fixed              "
"p s1 gunidsex4 c134 c5 a107 o111 t241",126601,0,126601,126601,"     "," Fixed              "
"p s1 gunidsex4 c135 c6 a106 o111 t241",126846,0,126846,126846,"     "," Fixed              "
"p s1 gunidsex4 c136 c7 a105 o111 t241",127090,0,127090,127090,"     "," Fixed              "
"p s1 gunidsex4 c137 c8 a104 o111 t241",127333,0,127333,127333,"     "," Fixed              "
"p s1 gunidsex4 c138 c9 a103 o111 t241",127575,0,127575,127575,"     "," Fixed              "
"p s1 gunidsex4 c139 c10 a102 o111 t241",127816,0,127816,127816,"     "," Fixed              "
"p s1 gunidsex4 c140 c11 a101 o111 t241",128056,0,128056,128056,"     "," Fixed              "
"p s1 gunidsex4 c141 c12 a100 o111 t241",128295,0,128295,128295,"     "," Fixed              "
"p s1 gunidsex4 c142 c13 a99 o111 t241",128533,0,128533,128533,"     "," Fixed              "
"p s1 gunidsex4 c143 c14 a98 o111 t241",128770,0,128770,128770,"     "," Fixed              "
"p s1 gunidsex4 c144 c15 a97 o111 t241",129006,0,129006,129006,"     "," Fixed              "
"p s1 gunidsex4 c145 c16 a96 o111 t241",129241,0,129241,129241,"     "," Fixed              "
"p s1 gunidsex4 c146 c17 a95 o111 t241",129475,0,129475,129475,"     "," Fixed              "
"p s1 gunidsex4 c147 c18 a94 o111 t241",129708,0,129708,129708,"     "," Fixed              "
"p s1 gunidsex4 c148 c19 a93 o111 t241",129940,0,129940,129940,"     "," Fixed              "
"p s1 gunidsex4 c149 c20 a92 o111 t241",130171,0,130171,130171,"     "," Fixed              "
"p s1 gunidsex4 c150 c21 a91 o111 t241",130401,0,130401,130401,"     "," Fixed              "
"p s1 gunidsex4 c151 c22 a90 o111 t241",130630,0,130630,130630,"     "," Fixed              "
"p s1 gunidsex4 c152 c23 a89 o111 t241",130858,0,130858,130858,"     "," Fixed              "
"p s1 gunidsex4 c153 c24 a88 o111 t241",131085,0,131085,131085,"     "," Fixed              "
"p s1 gunidsex4 c154 c25 a87 o111 t241",131311,0,131311,131311,"     "," Fixed              "
"p s1 gunidsex4 c155 c26 a86 o111 t241",131536,0,131536,131536,"     "," Fixed              "
"p s1 gunidsex4 c156 c27 a85 o111 t241",131760,0,131760,131760,"     "," Fixed              "
"p s1 gunidsex4 c157 c28 a84 o111 t241",131983,0,131983,131983,"     "," Fixed              "
"p s1 gunidsex4 c158 c29 a83 o111 t241",132205,0,132205,132205,"     "," Fixed              "
"p s1 gunidsex4 c159 c30 a82 o111 t241",132426,0,132426,132426,"     "," Fixed              "
"p s1 gunidsex4 c160 c31 a81 o111 t241",132646,0,132646,132646,"     "," Fixed              "
"p s1 gunidsex4 c161 c32 a80 o111 t241",132865,0,132865,132865,"     "," Fixed              "
"p s1 gunidsex4 c162 c33 a79 o111 t241",133083,0,133083,133083,"     "," Fixed              "
"p s1 gunidsex4 c163 c34 a78 o111 t241",133300,0,133300,133300,"     "," Fixed              "
"p s1 gunidsex4 c164 c35 a77 o111 t241",133516,0,133516,133516,"     "," Fixed              "
"p s1 gunidsex4 c165 c36 a76 o111 t241",133731,0,133731,133731,"     "," Fixed              "
"p s1 gunidsex4 c166 c37 a75 o111 t241",133945,0,133945,133945,"     "," Fixed              "
"p s1 gunidsex4 c167 c38 a74 o111 t241",134158,0,134158,134158,"     "," Fixed              "
"p s1 gunidsex4 c168 c39 a73 o111 t241",134370,0,134370,134370,"     "," Fixed              "
"p s1 gunidsex4 c169 c40 a72 o111 t241",134581,0,134581,134581,"     "," Fixed              "
"p s1 gunidsex4 c170 c41 a71 o111 t241",134791,0,134791,134791,"     "," Fixed              "
"p s1 gunidsex4 c171 c42 a70 o111 t241",135000,0,135000,135000,"     "," Fixed              "
"p s1 gunidsex4 c172 c43 a69 o111 t241",135208,0,135208,135208,"     "," Fixed              "
"p s1 gunidsex4 c173 c44 a68 o111 t241",135415,0,135415,135415,"     "," Fixed              "
"p s1 gunidsex4 c174 c45 a67 o111 t241",135621,0,135621,135621,"     "," Fixed              "
"p s1 gunidsex4 c175 c46 a66 o111 t241",135826,0,135826,135826,"     "," Fixed              "
"p s1 gunidsex4 c176 c47 a65 o111 t241",136030,0,136030,136030,"     "," Fixed              "
"p s1 gunidsex4 c177 c48 a64 o111 t241",136233,0,136233,136233,"     "," Fixed              "
"p s1 gunidsex4 c178 c49 a63 o111 t241",136435,0,136435,136435,"     "," Fixed              "
"p s1 gunidsex4 c179 c50 a62 o111 t241",136636,0,136636,136636,"     "," Fixed              "
"p s1 gunidsex4 c180 c51 a61 o111 t241",136836,0,136836,136836,"     "," Fixed              "
"p s1 gunidsex4 c181 c52 a60 o111 t241",137035,0,137035,137035,"     "," Fixed              "
"p s1 gunidsex4 c182 c53 a59 o111 t241",137233,0,137233,137233,"     "," Fixed              "
"p s1 gunidsex4 c183 c54 a58 o111 t241",137430,0,137430,137430,"     "," Fixed              "
"p s1 gunidsex4 c184 c55 a57 o111 t241",137626,0,137626,137626,"     "," Fixed              "
"p s1 gunidsex4 c185 c56 a56 o111 t241",137821,0,137821,137821,"     "," Fixed              "
"p s1 gunidsex4 c186 c57 a55 o111 t241",138015,0,138015,138015,"     "," Fixed              "
"p s1 gunidsex4 c187 c58 a54 o111 t241",138208,0,138208,138208,"     "," Fixed              "
"p s1 gunidsex4 c188 c59 a53 o111 t241",138400,0,138400,138400,"     "," Fixed              "
"p s1 gunidsex4 c189 c60 a52 o111 t241",138591,0,138591,138591,"     "," Fixed              "
"p s1 gunidsex4 c190 c61 a51 o111 t241",138781,0,138781,138781,"     "," Fixed              "
"p s1 gunidsex4 c191 c62 a50 o111 t241",138970,0,138970,138970,"     "," Fixed              "
"p s1 gunidsex4 c192 c63 a49 o111 t241",139158,0,139158,139158,"     "," Fixed              "
"p s1 gunidsex4 c193 c64 a48 o111 t241",139345,0,139345,139345,"     "," Fixed              "
"p s1 gunidsex4 c194 c65 a47 o111 t241",139531,0,139531,139531,"     "," Fixed              "
"p s1 gunidsex4 c195 c66 a46 o111 t241",139716,0,139716,139716,"     "," Fixed              "
"p s1 gunidsex4 c196 c67 a45 o111 t241",139900,0,139900,139900,"     "," Fixed              "
"p s1 gunidsex4 c197 c68 a44 o111 t241",140083,0,140083,140083,"     "," Fixed              "
"p s1 gunidsex4 c198 c69 a43 o111 t241",140265,0,140265,140265,"     "," Fixed              "
"p s1 gunidsex4 c199 c70 a42 o111 t241",140446,0,140446,140446,"     "," Fixed              "
"p s1 gunidsex4 c200 c71 a41 o111 t241",140626,0,140626,140626,"     "," Fixed              "
"p s1 gunidsex4 c201 c72 a40 o111 t241",140805,0,140805,140805,"     "," Fixed              "
"p s1 gunidsex4 c202 c73 a39 o111 t241",140983,0,140983,140983,"     "," Fixed              "
"p s1 gunidsex4 c203 c74 a38 o111 t241",141160,0,141160,141160,"     "," Fixed              "
"p s1 gunidsex4 c204 c75 a37 o111 t241",141336,0,141336,141336,"     "," Fixed              "
"p s1 gunidsex4 c205 c76 a36 o111 t241",141511,0,141511,141511,"     "," Fixed              "
